hos_log_id,driver_id,trip_id,duty_status,start_time,end_time,start_latitude,start_longitude,start_odometer,driving_hours_used,duty_hours_used,cycle_hours_used,driving_hours_remaining,duty_hours_remaining
145aed85-1c79-47da-a991-86e4a497c7b0,38ec0472-f3c6-4166-a245-c09c228fd65b,,on_duty_not_driving,2026-02-09T20:27:28.706824Z,2026-02-09T22:04:17.735598Z,33.8314,-118.2442,517770,4.68,6.29,45.97,6.32,7.71
c52c5d6f-905f-462a-a861-9342f558f4e1,38ec0472-f3c6-4166-a245-c09c228fd65b,,sleeper_berth,2026-02-09T22:04:17.735598Z,2026-02-10T07:09:01.445210Z,34.1755,-84.5004,513197,4.68,6.29,45.97,6.32,7.71
46101a1a-9661-4c0d-98f2-b5e769c91f74,38ec0472-f3c6-4166-a245-c09c228fd65b,,sleeper_berth,2026-02-10T07:09:01.445210Z,2026-02-10T17:02:52.443917Z,33.262,-84.6367,425353,4.68,6.29,45.97,6.32,7.71
02940e72-8046-4e6b-8ddb-e62f03df5e9d,38ec0472-f3c6-4166-a245-c09c228fd65b,,off_duty,2026-02-10T17:02:52.443917Z,2026-02-11T01:31:03.908732Z,47.74,-122.1226,292802,4.68,6.29,45.97,6.32,7.71
c1692653-c2c0-4aea-872d-207d36ade6e3,38ec0472-f3c6-4166-a245-c09c228fd65b,,on_duty_not_driving,2026-02-11T01:31:03.908732Z,2026-02-11T03:10:55.101156Z,39.5334,-105.3129,457909,4.68,7.95,47.63,6.32,6.05
5c5516df-7203-449f-8d14-314c5037fc1e,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,driving,2026-02-08T13:00:00Z,2026-02-08T15:37:53.740852Z,30.1113,-81.8915,184373,2.63,2.63,29.18,8.37,11.37
72a41fb7-7927-43b3-99ac-790206a45ad6,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,sleeper_berth,2026-02-08T15:37:53.740852Z,2026-02-08T22:38:54.708321Z,39.3094,-94.9238,180584,2.63,2.63,29.18,8.37,11.37
761c2449-2064-49f8-bb38-d40532cbff58,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,sleeper_berth,2026-02-08T22:38:54.708321Z,2026-02-09T07:26:21.015907Z,33.8808,-111.9584,447021,2.63,2.63,29.18,8.37,11.37
9e86e105-6af7-470c-9cc0-7c13f2437456,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,sleeper_berth,2026-02-09T07:26:21.015907Z,2026-02-09T15:54:38.966071Z,35.1997,-90.4761,471028,2.63,2.63,29.18,8.37,11.37
5cd99768-1c2c-42b7-8a35-fc5105d8f505,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,sleeper_berth,2026-02-09T15:54:38.966071Z,2026-02-10T00:29:13.232797Z,32.7973,-96.5107,183556,2.63,2.63,29.18,8.37,11.37
59e19f48-e1c1-453f-8c6a-d5fb7c555180,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,off_duty,2026-02-10T00:29:13.232797Z,2026-02-10T06:22:29.029822Z,29.9241,-81.9345,211858,2.63,2.63,29.18,8.37,11.37
5d91890f-0d9f-497e-ab93-dbe8195eb06f,6f7e4a5d-303e-4053-b8be-f7f6a8505284,,sleeper_berth,2026-02-10T06:22:29.029822Z,2026-02-10T14:22:04.548417Z,29.4788,-95.1171,378134,2.63,2.63,29.18,8.37,11.37
188f8c6a-4c69-47f8-b753-820e367dc055,25390829-eaa4-41f6-8d3c-7c4163e57697,,driving,2026-02-08T19:00:00Z,2026-02-08T22:30:24.535454Z,38.84,-94.4363,581614,3.51,3.51,58.39,7.49,10.49
74831f1d-a451-4fee-aa50-5c49351d9ba3,25390829-eaa4-41f6-8d3c-7c4163e57697,,on_duty_not_driving,2026-02-08T22:30:24.535454Z,2026-02-09T00:26:42.578261Z,36.5484,-86.9002,517441,3.51,5.45,60.33,7.49,8.55
e1b090b1-75ec-4722-b9ea-313368bfe31d,25390829-eaa4-41f6-8d3c-7c4163e57697,,driving,2026-02-09T00:26:42.578261Z,2026-02-09T03:06:10.038357Z,34.1665,-118.7304,370987,6.16,8.1,62.98,4.84,5.9
802f4987-c665-409b-a808-ad9d2a80c058,25390829-eaa4-41f6-8d3c-7c4163e57697,,sleeper_berth,2026-02-09T03:06:10.038357Z,2026-02-09T11:38:44.576228Z,33.8881,-118.7112,570958,6.16,8.1,62.98,4.84,5.9
c6b6f6c7-54af-4fcc-acbf-6dffe11a0256,25390829-eaa4-41f6-8d3c-7c4163e57697,,on_duty_not_driving,2026-02-09T11:38:44.576228Z,2026-02-09T12:37:34.265117Z,42.3263,-87.9624,505441,6.16,9.08,63.97,4.84,4.92
a58ca781-9b84-494e-a3eb-fdd568cdafe8,25390829-eaa4-41f6-8d3c-7c4163e57697,,driving,2026-02-09T12:37:34.265117Z,2026-02-09T16:00:25.142338Z,39.9095,-104.7167,553483,9.55,12.46,67.35,1.45,1.54
50f9f93d-53df-48fa-a0d2-47ece5d9cfe5,0c638cbc-3861-4af4-a795-950fead1cca1,,off_duty,2026-02-08T18:00:00Z,2026-02-09T00:49:08.581562Z,42.125,-87.976,340766,0.0,0.0,49.25,11.0,14.0
69c36d13-db21-4281-8a47-034db8290354,0c638cbc-3861-4af4-a795-950fead1cca1,,sleeper_berth,2026-02-09T00:49:08.581562Z,2026-02-09T07:55:57.753761Z,41.4324,-87.3356,392596,0.0,0.0,49.25,11.0,14.0
630ec279-3884-4af6-92c3-3520e07bee0f,0c638cbc-3861-4af4-a795-950fead1cca1,,driving,2026-02-09T07:55:57.753761Z,2026-02-09T11:09:27.346539Z,40.1502,-105.0827,336519,3.22,3.22,52.47,7.78,10.78
8f7b39a2-d6ec-4701-b400-726a6168a973,0c638cbc-3861-4af4-a795-950fead1cca1,,off_duty,2026-02-09T11:09:27.346539Z,2026-02-09T16:03:17.357661Z,33.6385,-84.7697,103092,3.22,3.22,52.47,7.78,10.78
a9c590fd-4a8a-4fd2-95a7-13c6aaa59e76,0c638cbc-3861-4af4-a795-950fead1cca1,,driving,2026-02-09T16:03:17.357661Z,2026-02-09T19:49:21.732105Z,34.695,-89.7007,287537,6.99,6.99,56.24,4.01,7.01
beceac30-6166-4a11-a4ca-2b2b2e65086e,0c638cbc-3861-4af4-a795-950fead1cca1,,driving,2026-02-09T19:49:21.732105Z,2026-02-09T22:11:31.967372Z,35.9641,-87.1951,501224,9.36,9.36,58.61,1.64,4.64
03e8ddb9-6320-4eca-bcee-97c8272feb84,0c638cbc-3861-4af4-a795-950fead1cca1,,off_duty,2026-02-09T22:11:31.967372Z,2026-02-10T02:37:29.767185Z,40.9215,-111.917,379690,9.36,9.36,58.61,1.64,4.64
bfbcf055-5193-48e2-a017-95c18817caaf,5037c3be-987f-42d0-88c8-4091cf894b3d,,sleeper_berth,2026-02-08T15:00:00Z,2026-02-09T00:52:49.450063Z,32.5748,-96.41,516817,0.0,0.0,24.77,11.0,14.0
71e6fa44-5ca6-4a07-a41b-595983151241,5037c3be-987f-42d0-88c8-4091cf894b3d,,sleeper_berth,2026-02-09T00:52:49.450063Z,2026-02-09T10:45:09.279873Z,33.8025,-84.3329,164610,0.0,0.0,24.77,11.0,14.0
14dda5bc-abd2-4651-9c35-347c1998d450,5037c3be-987f-42d0-88c8-4091cf894b3d,,driving,2026-02-09T10:45:09.279873Z,2026-02-09T12:16:03.602135Z,35.0436,-90.0015,144630,1.52,1.52,26.29,9.48,12.48
a74af80e-9d49-4ccb-8bfc-d53f9c6a714c,5037c3be-987f-42d0-88c8-4091cf894b3d,,sleeper_berth,2026-02-09T12:16:03.602135Z,2026-02-09T19:53:52.173354Z,41.1392,-74.3285,316349,1.52,1.52,26.29,9.48,12.48
1afac86b-9fea-4c39-af71-7d527e637ad5,5037c3be-987f-42d0-88c8-4091cf894b3d,,on_duty_not_driving,2026-02-09T19:53:52.173354Z,2026-02-09T20:38:21.326885Z,39.8561,-105.2376,160095,1.52,2.26,27.03,9.48,11.74
54a2e0da-6a94-4004-b4fb-050d23ed9598,5037c3be-987f-42d0-88c8-4091cf894b3d,,on_duty_not_driving,2026-02-09T20:38:21.326885Z,2026-02-09T22:08:44.607606Z,35.5018,-89.6976,588830,1.52,3.76,28.54,9.48,10.24
89265d47-6e7f-4dd3-8da7-c982d06493ac,5037c3be-987f-42d0-88c8-4091cf894b3d,,off_duty,2026-02-09T22:08:44.607606Z,2026-02-10T04:56:52.061855Z,41.6688,-88.0624,151486,1.52,3.76,28.54,9.48,10.24
c3c5a7cb-7906-4318-9e97-b4f39fec8a83,5037c3be-987f-42d0-88c8-4091cf894b3d,,on_duty_not_driving,2026-02-10T04:56:52.061855Z,2026-02-10T06:32:10.243845Z,39.5512,-94.7215,451952,1.52,5.35,30.12,9.48,8.65
9dc74beb-f8a5-44bd-b9e5-4ad33fd23f69,5037c3be-987f-42d0-88c8-4091cf894b3d,,on_duty_not_driving,2026-02-10T06:32:10.243845Z,2026-02-10T07:11:10.487154Z,34.7193,-90.3555,354731,1.52,6.0,30.77,9.48,8.0
a684fd83-8d80-47f8-9c3f-dd8d4d209ce0,dcbe0531-551b-41b1-91fc-a4d6fb312c99,,on_duty_not_driving,2026-02-08T19:00:00Z,2026-02-08T20:20:53.980843Z,40.0761,-85.6994,188415,0.0,1.35,32.84,11.0,12.65
f2efa5b1-cfac-4b55-87f8-bfb03a597144,dcbe0531-551b-41b1-91fc-a4d6fb312c99,58b6aaba-68ee-4e2e-81ca-5967459c9e9a,driving,2026-02-08T20:20:53.980843Z,2026-02-08T22:47:16.700475Z,33.1699,-111.8342,328654,2.44,3.79,35.28,8.56,10.21
fa052e3b-8411-4c09-a264-a2eb92dc25ce,dcbe0531-551b-41b1-91fc-a4d6fb312c99,,sleeper_berth,2026-02-08T22:47:16.700475Z,2026-02-09T08:18:29.889110Z,32.9563,-96.9654,351634,2.44,3.79,35.28,8.56,10.21
aac7cd38-62b5-4546-baf3-74c7ace58cb9,dcbe0531-551b-41b1-91fc-a4d6fb312c99,,off_duty,2026-02-09T08:18:29.889110Z,2026-02-09T13:18:59.487454Z,33.2539,-112.0223,192154,2.44,3.79,35.28,8.56,10.21
3e8dd87c-0ba4-488b-9c53-a295244695f8,dcbe0531-551b-41b1-91fc-a4d6fb312c99,58b6aaba-68ee-4e2e-81ca-5967459c9e9a,driving,2026-02-09T13:18:59.487454Z,2026-02-09T17:20:30.851804Z,41.0872,-111.4997,202986,6.47,7.81,39.31,4.53,6.19
bf06227a-7c62-4963-a0a7-8d03eec67180,dcbe0531-551b-41b1-91fc-a4d6fb312c99,,sleeper_berth,2026-02-09T17:20:30.851804Z,2026-02-10T02:32:33.133668Z,35.7392,-87.2062,109767,6.47,7.81,39.31,4.53,6.19
190c8834-1bab-489a-b9b3-c941cd7f68e0,dcbe0531-551b-41b1-91fc-a4d6fb312c99,58b6aaba-68ee-4e2e-81ca-5967459c9e9a,driving,2026-02-10T02:32:33.133668Z,2026-02-10T06:28:49.671586Z,35.0546,-89.959,575164,10.4,11.75,43.24,0.6,2.25
457b3d17-e989-44fc-bc89-5ff0032c3af6,dcbe0531-551b-41b1-91fc-a4d6fb312c99,58b6aaba-68ee-4e2e-81ca-5967459c9e9a,driving,2026-02-10T06:28:49.671586Z,2026-02-10T09:38:06.886770Z,34.3365,-118.2154,442836,13.56,14.91,46.4,0,0
494e73d8-2581-4e52-a003-3147913f90c6,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,sleeper_berth,2026-02-08T14:00:00Z,2026-02-08T21:24:05.917602Z,33.9529,-118.3583,363280,0.0,0.0,32.8,11.0,14.0
91a304c9-e45c-4279-86c9-ad7ee3903c4d,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,driving,2026-02-08T21:24:05.917602Z,2026-02-09T00:53:22.845287Z,41.2248,-111.4091,458697,3.49,3.49,36.29,7.51,10.51
faf1ee74-34e5-40f5-9958-df010ccbb490,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,on_duty_not_driving,2026-02-09T00:53:22.845287Z,2026-02-09T02:31:31.758072Z,32.7229,-97.1179,597398,3.49,5.12,37.93,7.51,8.88
65c3d3eb-e9a6-4880-bcaa-6026df2c9dd2,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,on_duty_not_driving,2026-02-09T02:31:31.758072Z,2026-02-09T04:07:45.725040Z,39.5389,-95.0382,499230,3.49,6.73,39.53,7.51,7.27
3c1add8b-3e24-423a-a436-121c23a15867,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,off_duty,2026-02-09T04:07:45.725040Z,2026-02-09T07:12:54.422046Z,29.6298,-95.827,208409,3.49,6.73,39.53,7.51,7.27
0be95937-0b3c-48e5-a8ca-b68d67536b91,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,sleeper_berth,2026-02-09T07:12:54.422046Z,2026-02-09T15:22:45.827633Z,47.5608,-122.7857,440013,3.49,6.73,39.53,7.51,7.27
2b7981a7-0040-4f2c-a315-fca1bb9b0afb,124246a3-2dd0-44d1-808e-bf4e7fbbf6c2,,sleeper_berth,2026-02-09T15:22:45.827633Z,2026-02-09T22:41:20.657772Z,34.0761,-118.4816,488974,3.49,6.73,39.53,7.51,7.27
f1bc029d-22d1-418b-a2c4-f9f5b66b7b89,3b9661f0-1375-4a55-94ba-4b539f9359a5,,on_duty_not_driving,2026-02-08T16:00:00Z,2026-02-08T17:03:53.961676Z,30.1975,-81.5024,538026,0.0,1.06,41.32,11.0,12.94
d4653cac-b3b4-427e-86b1-47258e208f3b,3b9661f0-1375-4a55-94ba-4b539f9359a5,,driving,2026-02-08T17:03:53.961676Z,2026-02-08T20:06:53.920970Z,30.8049,-81.9328,312778,3.05,4.11,44.37,7.95,9.89
01dce0f3-bb7e-4a5f-8ecf-b44047bf6218,3b9661f0-1375-4a55-94ba-4b539f9359a5,,sleeper_berth,2026-02-08T20:06:53.920970Z,2026-02-09T05:34:00.078035Z,39.7553,-86.176,416780,3.05,4.11,44.37,7.95,9.89
21d71190-af80-4e26-bd5c-d857d7ccc0ba,3b9661f0-1375-4a55-94ba-4b539f9359a5,,driving,2026-02-09T05:34:00.078035Z,2026-02-09T08:34:19.917467Z,32.7166,-97.067,369767,6.06,7.12,47.37,4.94,6.88
69d46c5a-e64d-4d43-a54a-a81d004b5135,3b9661f0-1375-4a55-94ba-4b539f9359a5,,sleeper_berth,2026-02-09T08:34:19.917467Z,2026-02-09T16:12:24.302192Z,32.4341,-96.695,528319,6.06,7.12,47.37,4.94,6.88
795f0054-a69c-48b2-84a0-7704b3fcac0b,3b9661f0-1375-4a55-94ba-4b539f9359a5,,driving,2026-02-09T16:12:24.302192Z,2026-02-09T19:41:24.286335Z,30.6434,-81.4354,352453,9.54,10.6,50.86,1.46,3.4
4d4be25b-51bd-4bf1-8c20-6d6756274822,3b9661f0-1375-4a55-94ba-4b539f9359a5,,off_duty,2026-02-09T19:41:24.286335Z,2026-02-10T01:00:04.572028Z,34.8107,-89.7156,111768,9.54,10.6,50.86,1.46,3.4
196714eb-c8b0-4eb5-bbf4-5dd66140e340,3b9661f0-1375-4a55-94ba-4b539f9359a5,,on_duty_not_driving,2026-02-10T01:00:04.572028Z,2026-02-10T01:33:57.551417Z,35.2418,-90.4143,368772,9.54,11.17,51.42,1.46,2.83
460075c6-1490-48d3-9d93-d5e57a4e8f98,3b9661f0-1375-4a55-94ba-4b539f9359a5,,driving,2026-02-10T01:33:57.551417Z,2026-02-10T05:44:18.166269Z,32.3326,-97.0387,194391,13.71,15.34,55.59,0,0
3d1106c0-0edb-4bfc-8274-a20fd6a562a5,3b9661f0-1375-4a55-94ba-4b539f9359a5,,off_duty,2026-02-10T05:44:18.166269Z,2026-02-10T12:07:57.350008Z,35.2871,-89.6705,481668,13.71,15.34,55.59,0,0
75cfd561-b817-41c9-9cdc-7c18d2107aba,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,off_duty,2026-02-08T16:00:00Z,2026-02-08T22:27:31.439093Z,39.467,-94.908,535349,0.0,0.0,53.15,11.0,14.0
fbe7098e-fb34-4964-b832-7a6ea2dd3d04,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,off_duty,2026-02-08T22:27:31.439093Z,2026-02-09T04:51:58.613440Z,33.531,-111.8065,426742,0.0,0.0,53.15,11.0,14.0
375a37f9-4558-4319-a978-093ba583afac,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,sleeper_berth,2026-02-09T04:51:58.613440Z,2026-02-09T12:22:10.007817Z,36.0054,-86.8281,409642,0.0,0.0,53.15,11.0,14.0
7ab1d159-6adf-47a4-bac2-69d701001e6f,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,driving,2026-02-09T12:22:10.007817Z,2026-02-09T14:33:31.996719Z,29.9644,-82.1391,374051,2.19,2.19,55.34,8.81,11.81
d83c851b-0eea-438a-9f77-3668850eaa24,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,off_duty,2026-02-09T14:33:31.996719Z,2026-02-09T22:59:51.056332Z,34.7458,-90.0731,422305,2.19,2.19,55.34,8.81,11.81
4102f65f-6026-4b07-9c28-fd92085861a2,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,driving,2026-02-09T22:59:51.056332Z,2026-02-10T03:07:50.784820Z,33.9458,-118.6376,352833,6.32,6.32,59.48,4.68,7.68
0530f563-feac-446e-8726-be1015175046,6f5502e0-45f9-48aa-8ab3-dafdc0955803,,on_duty_not_driving,2026-02-10T03:07:50.784820Z,2026-02-10T04:59:01.502501Z,34.27,-117.8581,506255,6.32,8.18,61.33,4.68,5.82
27d1eabc-f12d-4546-92d5-4aa23b3e9aad,8af94e29-7920-4e66-979d-842bbd321630,2e4ea0bb-8578-42f7-8ad5-ec436ca98193,driving,2026-02-08T18:00:00Z,2026-02-08T21:35:34.542317Z,30.0617,-81.3534,513954,3.59,3.59,41.86,7.41,10.41
d6899ddf-a926-4086-b21e-6761fad70077,8af94e29-7920-4e66-979d-842bbd321630,,off_duty,2026-02-08T21:35:34.542317Z,2026-02-09T01:44:51.319483Z,33.6898,-111.8125,465275,3.59,3.59,41.86,7.41,10.41
9011ee4c-f7d0-4d04-9e25-89fb67d8dd53,8af94e29-7920-4e66-979d-842bbd321630,2e4ea0bb-8578-42f7-8ad5-ec436ca98193,driving,2026-02-09T01:44:51.319483Z,2026-02-09T04:31:26.604969Z,29.7375,-95.6373,550391,6.37,6.37,44.64,4.63,7.63
8afafc9b-6526-48d5-bba2-449ca6b62ab5,8af94e29-7920-4e66-979d-842bbd321630,2e4ea0bb-8578-42f7-8ad5-ec436ca98193,driving,2026-02-09T04:31:26.604969Z,2026-02-09T06:52:25.884983Z,47.6499,-122.5743,102867,8.72,8.72,46.99,2.28,5.28
fc27af8e-7b71-4a69-b2fd-9d1a6accd357,8af94e29-7920-4e66-979d-842bbd321630,2e4ea0bb-8578-42f7-8ad5-ec436ca98193,driving,2026-02-09T06:52:25.884983Z,2026-02-09T10:06:28.146158Z,41.8979,-87.7548,207698,11.95,11.95,50.22,0,2.05
cfec8f0a-a4c3-4752-b86a-abbd956910f7,8af94e29-7920-4e66-979d-842bbd321630,,sleeper_berth,2026-02-09T10:06:28.146158Z,2026-02-09T18:20:03.672991Z,41.5329,-87.4782,232976,11.95,11.95,50.22,0,2.05
5fa72c6b-847c-43c0-85f2-96592727b90a,8af94e29-7920-4e66-979d-842bbd321630,,sleeper_berth,2026-02-09T18:20:03.672991Z,2026-02-10T03:53:57.423795Z,30.3969,-81.5438,456833,11.95,11.95,50.22,0,2.05
c52cc13e-7978-4463-b517-0cf86c49484b,8af94e29-7920-4e66-979d-842bbd321630,,off_duty,2026-02-10T03:53:57.423795Z,2026-02-10T11:41:38.513375Z,30.3843,-81.5981,193700,11.95,11.95,50.22,0,2.05
be1c56c5-00f3-4f22-a6b2-56a5c6607978,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,sleeper_berth,2026-02-08T17:00:00Z,2026-02-09T02:57:55.889251Z,34.9939,-89.8435,485761,0.0,0.0,39.57,11.0,14.0
34f1940e-919c-4be3-a49d-595cc10654b7,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,on_duty_not_driving,2026-02-09T02:57:55.889251Z,2026-02-09T04:44:52.883434Z,35.7818,-87.0518,510574,0.0,1.78,41.35,11.0,12.22
a052b334-5fc7-43ee-b667-184703f93427,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,on_duty_not_driving,2026-02-09T04:44:52.883434Z,2026-02-09T05:23:54.387969Z,33.8431,-118.4167,388660,0.0,2.43,42.0,11.0,11.57
79014a47-8f67-42d3-8925-48b0709db63d,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,driving,2026-02-09T05:23:54.387969Z,2026-02-09T07:22:50.358468Z,35.668,-87.1905,176193,1.98,4.42,43.98,9.02,9.58
adaedf43-6cb4-4e1a-81db-8775fb5f7cbf,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,off_duty,2026-02-09T07:22:50.358468Z,2026-02-09T16:42:48.280393Z,29.9203,-81.8926,294424,1.98,4.42,43.98,9.02,9.58
6c7b52c8-bccd-4a6e-b95e-1faf5059fd9f,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,driving,2026-02-09T16:42:48.280393Z,2026-02-09T20:02:25.792094Z,40.62,-73.688,421894,5.31,7.74,47.31,5.69,6.26
40583f0d-d401-443c-909f-fc917c01990d,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,sleeper_berth,2026-02-09T20:02:25.792094Z,2026-02-10T05:10:31.135076Z,34.707,-89.7754,191892,5.31,7.74,47.31,5.69,6.26
334e8328-e6d0-499c-8733-1cdc7b5f4586,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,off_duty,2026-02-10T05:10:31.135076Z,2026-02-10T10:07:33.829449Z,40.0898,-104.5595,371661,5.31,7.74,47.31,5.69,6.26
89f37806-48da-4d5b-87ae-12b8655a47c2,6798ba4b-ce7a-47e3-ac07-d1aeda51330c,,sleeper_berth,2026-02-10T10:07:33.829449Z,2026-02-10T17:42:37.091590Z,33.5479,-112.0582,221462,5.31,7.74,47.31,5.69,6.26
77fa5ce7-847a-4058-bbc1-010c2876ed48,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,on_duty_not_driving,2026-02-08T14:00:00Z,2026-02-08T15:28:57.103245Z,32.3635,-97.0211,309418,0.0,1.48,45.07,11.0,12.52
79aa0c60-7197-42eb-9bc0-5f909d949501,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,sleeper_berth,2026-02-08T15:28:57.103245Z,2026-02-09T00:29:29.453346Z,30.4183,-81.638,486361,0.0,1.48,45.07,11.0,12.52
d274620b-22f0-48a7-8e37-a2e1557e63be,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,driving,2026-02-09T00:29:29.453346Z,2026-02-09T04:44:56.569494Z,33.727,-117.9253,579728,4.26,5.74,49.33,6.74,8.26
ebfcc310-5ff4-47d0-8c55-695d651d9994,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,sleeper_berth,2026-02-09T04:44:56.569494Z,2026-02-09T12:47:29.300454Z,40.5373,-111.7846,201987,4.26,5.74,49.33,6.74,8.26
8ec3ff9e-e139-448b-9a5e-fca82f9c647c,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,off_duty,2026-02-09T12:47:29.300454Z,2026-02-09T22:09:32.028896Z,34.6542,-90.374,365414,4.26,5.74,49.33,6.74,8.26
9ba17dd5-8eef-49b1-b4bb-d90cfa816099,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,driving,2026-02-09T22:09:32.028896Z,2026-02-10T01:20:05.240595Z,33.7368,-117.8081,520972,7.43,8.92,52.51,3.57,5.08
24036cc8-db64-4318-92b1-3ee5130e6e97,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,sleeper_berth,2026-02-10T01:20:05.240595Z,2026-02-10T10:57:47.261494Z,41.0542,-112.1409,332138,7.43,8.92,52.51,3.57,5.08
50d0294c-9f3a-4555-ab35-ab633b4ebed9,fee6aa59-e34b-4585-bf86-ee4e9a10b127,,off_duty,2026-02-10T10:57:47.261494Z,2026-02-10T17:01:53.924257Z,33.1917,-112.2343,506637,7.43,8.92,52.51,3.57,5.08
bffc6fb1-9d98-479c-8e6a-62137e99920a,2f88bf7b-e601-4be4-ae67-4253f395366c,,driving,2026-02-08T19:00:00Z,2026-02-08T21:56:45.277750Z,29.328,-95.2361,215543,2.95,2.95,46.8,8.05,11.05
83bf22b1-5c73-4cb2-8dee-f35bdaf41c59,2f88bf7b-e601-4be4-ae67-4253f395366c,,on_duty_not_driving,2026-02-08T21:56:45.277750Z,2026-02-08T23:38:46.149277Z,30.7876,-81.6392,105097,2.95,4.65,48.5,8.05,9.35
5239fbe6-e819-4d5a-9a92-98fab0027446,2f88bf7b-e601-4be4-ae67-4253f395366c,,sleeper_berth,2026-02-08T23:38:46.149277Z,2026-02-09T07:23:27.331458Z,41.777,-87.381,279302,2.95,4.65,48.5,8.05,9.35
2be5a8e7-164d-4708-aa17-a051fbad4ff4,2f88bf7b-e601-4be4-ae67-4253f395366c,,driving,2026-02-09T07:23:27.331458Z,2026-02-09T10:33:16.487702Z,32.7533,-96.9435,568879,6.11,7.81,51.67,4.89,6.19
35929fcf-0491-42f9-87d7-f612888a3fc7,2f88bf7b-e601-4be4-ae67-4253f395366c,,sleeper_berth,2026-02-09T10:33:16.487702Z,2026-02-09T18:06:10.559791Z,40.9188,-73.7625,361619,6.11,7.81,51.67,4.89,6.19
5207f456-154a-4445-97d3-a7e05bd09ad4,2f88bf7b-e601-4be4-ae67-4253f395366c,,on_duty_not_driving,2026-02-09T18:06:10.559791Z,2026-02-09T18:57:18.811199Z,40.1119,-105.2835,206308,6.11,8.66,52.52,4.89,5.34
c30a38ae-05b6-4f03-9e0a-feca8944a3c7,2f88bf7b-e601-4be4-ae67-4253f395366c,,on_duty_not_driving,2026-02-09T18:57:18.811199Z,2026-02-09T20:42:35.018633Z,39.4244,-86.5514,582443,6.11,10.42,54.27,4.89,3.58
8e989ac4-5c2c-43aa-8061-9f632620d04b,2f88bf7b-e601-4be4-ae67-4253f395366c,,driving,2026-02-09T20:42:35.018633Z,2026-02-10T00:14:13.789582Z,36.1554,-87.275,549361,9.64,13.94,57.8,1.36,0.06
44cba4ca-d72f-4516-9e97-be0d4fb81f7d,2f88bf7b-e601-4be4-ae67-4253f395366c,,driving,2026-02-10T00:14:13.789582Z,2026-02-10T04:16:52.304016Z,39.8891,-86.1658,561891,13.68,17.99,61.84,0,0
89b6a2fd-a2a0-4209-9ffd-79be684b2ae5,2f88bf7b-e601-4be4-ae67-4253f395366c,,sleeper_berth,2026-02-10T04:16:52.304016Z,2026-02-10T12:45:13.001813Z,33.8644,-112.2937,216440,13.68,17.99,61.84,0,0
491c1e9d-8fc0-4dd8-a236-ba41fa0205b2,e672a135-d09a-459b-b944-448400ff9908,,off_duty,2026-02-08T14:00:00Z,2026-02-08T23:27:24.803252Z,33.7515,-84.4943,459839,0.0,0.0,21.9,11.0,14.0
19f935a3-6946-427f-af65-2a2563141d0c,e672a135-d09a-459b-b944-448400ff9908,,on_duty_not_driving,2026-02-08T23:27:24.803252Z,2026-02-09T00:38:33.661837Z,42.0763,-87.6697,461344,0.0,1.19,23.08,11.0,12.81
b6ee1c39-5a06-49ee-a3b6-7ced3bdd9d2a,e672a135-d09a-459b-b944-448400ff9908,,driving,2026-02-09T00:38:33.661837Z,2026-02-09T02:10:41.317606Z,39.6186,-105.3896,289583,1.54,2.72,24.62,9.46,11.28
2b9bbdee-1da4-4a84-bccb-69e894b27660,e672a135-d09a-459b-b944-448400ff9908,,sleeper_berth,2026-02-09T02:10:41.317606Z,2026-02-09T09:44:22.563979Z,29.4975,-95.3985,421432,1.54,2.72,24.62,9.46,11.28
